A1BG	1838.0
A4GALT	777.0
A4GALT	768.0
AAAS	28.0
AACS	1102.0
AACS	1086.0
AADAT	705.0
AAGAB	2153.0
AAGAB	2145.0
AAK1	3669.0
AAK1	17871.0
AAMDC	36.0
AAMDC	183.0
AAMDC	98.0
AAMP	403.0
AAR2	1187.0
AAR2	1195.0
AARD	1785.0
AARS1	326.0
AARS2	1815.0
AASDH	116.0
AASDH	420.0
AASDH	110.0
AASDH	414.0
AASDH	264.0
AASDHPPT	1787.0
AASS	2938.0
AATF	206.0
AATF	206.0
AATK	1105.0
ABAT	3138.0
ABAT	3144.0
ABCA2	694.0
ABCA3	792.0
ABCA5	3225.0
ABCA5	3101.0
ABCA7	145.0
ABCB10	1596.0
ABCB1	1225.0
ABCB1	379.0
ABCB4	399.0
ABCB4	50.0
ABCB6	165.0
ABCB7	2320.0
ABCB8	2432.0
ABCB9	88.0
ABCB9	274.0
ABCB9	918.0
ABCC10	333.0
ABCC10	335.0
ABCC1	1771.0
ABCC1	1772.0
ABCC2	962.0
ABCC4	1745.0
ABCC4	1739.0
ABCC4	363.0
ABCC5	1363.0
ABCC5	1141.0
ABCC5	38.0
ABCC6	567.0
ABCC6	380.0
ABCC6	567.0
ABCC6	380.0
ABCC8	492.0
ABCC8	105.0
ABCD1	1019.0
ABCD3	153.0
ABCD3	1533.0
ABCD4	1191.0
ABCD4	1404.0
ABCD4	1520.0
ABCE1	1950.0
ABCF1	820.0
ABCF1	820.0
ABCF1	820.0
ABCF1	820.0
ABCF1	820.0
ABCF1	820.0
ABCF1	820.0
ABCF2	2569.0
ABCF3	308.0
ABCG1	851.0
ABCG2	1969.0
ABCG2	2091.0
ABCG2	1964.0
ABCG4	1546.0
ABCG4	1558.0
ABHD10	9.0
ABHD10	1991.0
ABHD10	1646.0
ABHD11	463.0
ABHD11	578.0
ABHD11	1418.0
ABHD12	229.0
ABHD12	630.0
ABHD1	67.0
ABHD13	4010.0
ABHD14A	177.0
ABHD14B	915.0
ABHD15	2013.0
ABHD16A	256.0
ABHD16A	255.0
ABHD16A	255.0
ABHD16A	256.0
ABHD16A	256.0
ABHD16A	256.0
ABHD16A	256.0
ABHD16B	37.0
ABHD17A	389.0
ABHD17B	128.0
ABHD17B	1634.0
ABHD17C	1250.0
ABHD18	1099.0
ABHD18	4113.0
ABHD2	6931.0
ABHD3	693.0
ABHD3	689.0
ABHD4	1410.0
ABHD5	4218.0
ABHD5	28.0
ABHD5	4192.0
ABHD5	321.0
ABHD6	968.0
ABHD6	970.0
ABHD8	529.0
ABI1	1973.0
ABI2	4878.0
ABI2	4816.0
ABI2	4593.0
ABI2	1163.0
ABITRAM	1267.0
ABL1	1991.0
ABL2	8386.0
ABL2	223.0
ABLIM1	5149.0
ABLIM1	5147.0
ABR	2560.0
ABR	2255.0
ABR	2560.0
ABRACL	398.0
ABRAXAS1	2951.0
ABRAXAS2	1695.0
ABT1	2093.0
ABTB1	450.0
ABTB2	1399.0
ACAA1	336.0
ACAA1	331.0
ACAA2	1682.0
ACACA	2323.0
ACACA	2323.0
ACACB	1862.0
ACAD10	625.0
ACAD8	891.0
ACAD9	506.0
ACADL	1037.0
ACADM	914.0
ACADS	559.0
ACADSB	4524.0
ACADSB	4549.0
ACADVL	168.0
ACADVL	169.0
ACAP1	81.0
ACAP2	4582.0
ACAP3	1172.0
ACAT1	210.0
ACAT2	282.0
ACBD3	1930.0
ACBD4	1565.0
ACBD4	604.0
ACBD4	534.0
ACBD5	1437.0
ACBD5	2215.0
ACBD6	132.0
ACBD7	3054.0
ACCS	443.0
ACD	93.0
ACE	1006.0
ACER2	1867.0
ACER3	6469.0
ACHE	219.0
ACHE	963.0
ACIN1	582.0
ACLY	892.0
ACLY	891.0
ACLY	883.0
ACO1	722.0
ACO1	4656.0
ACO2	360.0
ACOT13	3430.0
ACOT13	3451.0
ACOT1	140.0
ACOT2	37.0
ACOT2	144.0
ACOT7	324.0
ACOT8	116.0
ACOT9	2837.0
ACOX1	5236.0
ACOX3	570.0
ACOX3	678.0
ACOX3	798.0
ACOX3	39.0
ACOXL	1182.0
ACOXL	845.0
ACOXL	731.0
ACP1	222.0
ACP1	977.0
ACP2	780.0
ACP2	813.0
ACP6	5192.0
ACP6	808.0
ACSF2	292.0
ACSF3	1629.0
ACSF3	2025.0
ACSL1	1529.0
ACSL3	2983.0
ACSL4	2693.0
ACSL6	4259.0
ACSM3	64.0
ACSM3	608.0
ACSS1	629.0
ACSS1	1531.0
ACSS1	1524.0
ACSS2	744.0
ACSS2	751.0
ACTA2	148.0
ACTB	599.0
ACTBL2	1558.0
ACTG1	718.0
ACTL6A	394.0
ACTL6A	396.0
ACTN1	735.0
ACTN1	730.0
ACTN2	2007.0
ACTN4	2156.0
ACTN4	2156.0
ACTR10	1083.0
ACTR1A	1633.0
ACTR1B	918.0
ACTR2	2521.0
ACTR3	4096.0
ACTR3	5140.0
ACTR3B	824.0
ACTR3B	825.0
ACTR3C	7601.0
