,logFC.Riboseq_sample-RNAseq_sample,AveExpr.Riboseq_sample-RNAseq_sample,t.Riboseq_sample-RNAseq_sample,P.Value.Riboseq_sample-RNAseq_sample,adj.P.Val.Riboseq_sample-RNAseq_sample,B.Riboseq_sample-RNAseq_sample,Symbol.Riboseq_sample-RNAseq_sample
ABCD3,0.288388182272315,5.71096179829781,0.441907000046776,0.670679574232104,0.8197384221571,-6.4631914685401,ABCD3
ABCD4,-0.163108313673896,4.98329330282087,-0.440073547406577,0.671950339282553,0.82094381673167,-6.53555458081716,ABCD4
ABCE1,-0.484265698829994,5.97637734428815,-0.840137986710276,0.426096650230031,0.63228588408047,-6.20957456611519,ABCE1
ABCF1,0.867964906505255,7.91758546521655,3.33890778259756,0.0107952576843155,0.0570754702077577,-3.28140847512711,ABCF1
ABCF2,-2.82866508403842,3.42411657660487,-15.7596071403402,3.81721626199087e-07,3.06008025795366e-05,7.3642439245598,ABCF2
ABCF3,0.301206562975876,4.17106734584703,0.573647458140193,0.582536123898258,0.758228191142579,-6.44663520465333,ABCF3
ABCG1,4.23682010993903,3.03588125183478,12.1973652961431,2.57217430296968e-06,0.000129280886133581,4.9682421364193,ABCG1
ABCG2,2.73229675447536,2.4426430520653,2.95600143126609,0.0190078999339075,0.084249252358355,-3.33863926375212,ABCG2
ABCG4,1.25200841584724,1.69996321775988,1.37933968510175,0.206445860901595,0.406716954862812,-5.79531662650324,ABCG4
ABHD1,0.27353335801144,1.50710366453974,1.18782571274373,0.270178580299327,0.48124789857877,-6.08285445114304,ABHD1
ABHD10,-0.156977620431769,4.72752651464239,-0.29856441214872,0.773154740003294,0.883666676534943,-6.62104863930691,ABHD10
ABHD11,-0.570541732791666,3.56147767964565,-0.355245168697496,0.731920927802663,0.858440473498124,-6.74789384792863,ABHD11
ABHD12,0.0480874892575898,5.03458709882412,0.129002103503988,0.900655134337877,0.953088902093673,-6.64111855958342,ABHD12
ABHD13,0.463149670994965,4.26593339556959,0.285300027692682,0.782922624174851,0.888564819332984,-6.67430855797409,ABHD13
ABHD14B,1.00544869148532,4.00816366294566,2.38961676024735,0.0449878369625278,0.150289381237717,-4.24503357778703,ABHD14B
ABHD15,-1.22146150850676,5.40616014626329,-2.33872789580462,0.0486471319089442,0.158476711333903,-4.43972085924391,ABHD15
ABHD16A,2.48735158870746,3.98260756603657,1.27030336886747,0.240941511313132,0.447653439038115,-5.64075027614129,ABHD16A
ABHD16B,0.851018540832391,1.37092571172152,2.99001028751837,0.0180643740271097,0.081737326016643,-3.64387451919643,ABHD16B
