,logFC.Riboseq_sample-Riboseq_control,AveExpr.Riboseq_sample-Riboseq_control,t.Riboseq_sample-Riboseq_control,P.Value.Riboseq_sample-Riboseq_control,adj.P.Val.Riboseq_sample-Riboseq_control,B.Riboseq_sample-Riboseq_control,Symbol.Riboseq_sample-Riboseq_control
CCDC84,0.928111456723312,2.87043183987652,1.03166323487963,0.333480748077916,0.609016199279214,-6.53926796885331,CCDC84
CCDC85B,-0.515713519371966,4.80073479788347,-0.545683126171533,0.600699200863638,0.767909072355368,-6.1251316557771,CCDC85B
CCDC85C,-0.199285323104648,5.57513638653341,-0.318144661965633,0.758815112802956,0.868240501481926,-6.40011787155262,CCDC85C
CCDC86,0.899040133791036,6.32041557947947,1.97382560600546,0.0851726188532904,0.324429634792372,-4.57076071315489,CCDC86
CCDC88A,-1.22904520595341,6.31064760381742,-1.29246788846307,0.233555299443229,0.553820135159375,-5.40455030356384,CCDC88A
CCDC88C,-0.4368389626522,4.84890946113319,-0.409297245208372,0.693447340520691,0.82799254093295,-6.3489513557349,CCDC88C
CCDC89,1.10656203584408,1.82934249195393,1.65932444863641,0.137024965426871,0.4270950391768,-5.74019007699183,CCDC89
CCDC9,2.76174748425634,3.92612184496564,2.13217309943115,0.0668253345826964,0.29157757149286,-4.54671769998254,CCDC9
CCDC90B,-0.507791354319988,3.70915461098553,-0.458230152469251,0.659416386140695,0.805675772317851,-6.95722212213576,CCDC90B
CCDC91,0.825238706764465,3.59257007796249,2.33940259555501,0.0485967064609181,0.267983713712587,-5.02623497810421,CCDC91
CCDC92,-1.06335804429198,4.78154168766953,-2.22956210870288,0.0575371894189611,0.276657985789505,-4.39558338743485,CCDC92
CCDC92B,-0.11727901967834,1.33746062631067,-0.934485225596473,0.3783720816457,0.6285141959626,-6.97663508132214,CCDC92B
CCDC93,0.297563722224799,6.29942851538018,0.590577639492432,0.571691348352851,0.749061396528446,-6.26283692831744,CCDC93
CCDC97,1.4517127152448,6.31489545933281,1.87878297918986,0.0984459951359453,0.355109647370845,-4.78669304024997,CCDC97
CCDC9B,-1.46649374214074,3.52697662521316,-1.63270885520808,0.142564523841178,0.435882419756038,-5.91137602794833,CCDC9B
CCER2,-0.11727901967834,1.51389434682875,-1.08658832390553,0.309995515446972,0.607912164071706,-6.82397171513229,CCER2
CCHCR1,-0.263744526937948,5.62474308519675,-0.309804948996795,0.764910888000078,0.872792244850588,-6.18284185380323,CCHCR1
CCKBR,-1.36964838844261,1.39514147332001,-2.07106725488562,0.0733941318476478,0.299741569495395,-5.46445359289244,CCKBR
CCL2,0.396854962454229,1.60929162282345,0.418264512581345,0.687151881899621,0.824414761003003,-7.04708992373719,CCL2
CCL5,-1.24552489722493,1.71453901063526,-1.31042131366812,0.227714678662176,0.547099307078929,-6.28591140369732,CCL5
CCM2,-1.16634489222126,4.63785650492237,-1.64582903585074,0.139808436200744,0.432219608271694,-5.62673560654254,CCM2
CCM2L,1.13741373461853,1.56437313021089,1.0824743998501,0.311708028134974,0.607912164071706,-6.36436744007172,CCM2L
CCN1,2.43614972202821,4.93719552131933,4.81927476084666,0.00146446121541465,0.0267082824868997,-0.713889110154905,CCN1
CCN2,0.517102814992774,1.81711379376204,1.30437021171736,0.229669114960557,0.549118013552719,-6.43108042755516,CCN2
CCN3,1.2890602254168,2.06431015407353,2.63850558084984,0.0307292014070849,0.225255300911141,-4.45389275151941,CCN3
CCNA2,0.444827234904533,6.3409540033734,0.70353125256829,0.502398717695354,0.702306570671139,-5.99774761768454,CCNA2
CCNB1,0.338064685714719,7.4308307653304,0.463014573532331,0.656132452491647,0.804144411099456,-6.14735683027948,CCNB1
CCNB1IP1,0.0119929893286796,6.84038598934157,0.0153061346349448,0.988176308136506,0.995561059147164,-6.21918496661752,CCNB1IP1
CCNB2,0.370867040874922,6.02141196324742,0.954067948776575,0.36897903893947,0.625041952142232,-5.76703607273035,CCNB2
CCNC,-0.607552441967808,6.81654329080763,-1.04874576469198,0.32603198023979,0.607912164071706,-5.74042703562358,CCNC
CCND1,-0.167432033286502,6.64181708916716,-0.151360114041933,0.883574030038527,0.941275360887108,-6.24590015167433,CCND1
CCND2,-0.0749241088056394,8.34531281132974,-0.152407016058297,0.882775736420521,0.940892566710951,-6.61376413149586,CCND2
CCND3,-1.74678333680056,5.2329904471304,-2.32079105988775,0.0500071479987541,0.26986344054339,-4.08141230701677,CCND3
CCNDBP1,-0.218768718371738,4.80941036178027,-0.247499164994089,0.81098044198804,0.89918469451787,-6.48599088453276,CCNDBP1
CCNE1,0.760393841783539,5.43768549218226,1.32977185075325,0.221560129108847,0.541263200555225,-5.42971944656324,CCNE1
CCNE2,0.677169612477188,2.13795874966997,1.44629477771336,0.187464317612883,0.497574520499233,-6.18985670325483,CCNE2
CCNF,0.217762470597854,5.71950675546702,0.392025894664929,0.705644420649057,0.836394475584441,-6.14971841295707,CCNF
CCNG1,0.119198493619988,7.307916228894,0.114336642220355,0.911890067296956,0.956794749836965,-6.21362925745828,CCNG1
CCNG2,-2.24721461494996,4.22905374746444,-2.58034267667121,0.0335831789304597,0.233126735357017,-4.46056388869343,CCNG2
CCNH,-0.947984439847388,4.64529478745032,-1.26421964359103,0.243003189162555,0.563013331781217,-6.10843199279976,CCNH
CCNI,-0.773874520400422,7.56153111202134,-1.97498334116266,0.0850221181091742,0.324198798235485,-4.71024367297743,CCNI
CCNI2,0.354776831901476,1.93390115946153,0.422637573716712,0.684091194788147,0.82206060353374,-7.016624536123,CCNI2
CCNJ,0.110631530880472,5.50020300166273,0.222618721540143,0.829611972604778,0.910959778380134,-6.60940770708799,CCNJ
CCNJL,-0.11727901967834,1.59064326825149,-0.925694669143026,0.382645789247825,0.630098802499986,-6.98490857296874,CCNJL
CCNK,-1.36852982534935,4.30695436838091,-1.15975209170517,0.280777461044976,0.60287087756057,-6.30334220591399,CCNK
CCNL1,-0.451394376928226,5.07142075800886,-0.644415476818561,0.537987924002647,0.726264189223054,-6.37031796321565,CCNL1
CCNL2,0.472870844011942,7.28294730701809,0.684244120005534,0.513843497902765,0.709504399085611,-6.06768624565087,CCNL2
CCNO,1.9034492246681,3.36613196075244,7.98932621691501,5.40043387085273e-05,0.00200920192011223,2.44971104458695,CCNO
CCNQ,1.40386808429766,4.0670536355769,1.00567904439228,0.345063307503171,0.614628774256506,-6.1366279525394,CCNQ
CCNT1,-0.893839337518609,6.92143765461014,-0.917709851828529,0.386558541139715,0.632355064180131,-5.75556777167714,CCNT1
CCNT2,-2.26079625789979,5.59160415284596,-1.71842581843537,0.12543065809944,0.407875843797209,-5.08273653309858,CCNT2
CCNT2-AS1,-0.11727901967834,1.54337942409547,-1.04009737765655,0.329786686277037,0.607912164071706,-6.87248684135603,CCNT2-AS1
CCNY,2.22531652716505,5.83833825158135,4.45800314063172,0.0023148327742905,0.0386028471319543,-1.16216903787248,CCNY
CCNYL1,1.40634319821385,3.92823591236767,1.05364364078768,0.323920434933348,0.607912164071706,-6.29136133783099,CCNYL1
CCP110,1.70187464187714,5.48089912900089,3.09039408700437,0.0155548744761822,0.161656386396922,-3.05455563524262,CCP110
CCPG1,-0.11727901967834,3.01758180545662,-0.587030042461195,0.573954200066183,0.750479453948032,-7.25247029540594,CCPG1
CCR10,-2.63626216459641,1.81575820821694,-8.42375282764214,3.72745650633414e-05,0.00153186780922706,2.80018337141171,CCR10
CCS,-0.699700619505775,3.66326274652925,-0.609754071298656,0.559548586391964,0.741018950248585,-6.84621847200521,CCS
CCSAP,0.714344711079019,5.96588045474585,1.33010967704789,0.221453964984221,0.54125270160918,-5.47488979636872,CCSAP
CCSER1,-1.59679279171537,2.05889874591438,-1.43734835962634,0.18990799848327,0.500259838955656,-6.00533173541161,CCSER1
CCSER2,2.44330820777383,4.22803181373406,2.8191094285628,0.0233576472489839,0.201695544375994,-3.8787172092562,CCSER2
CCT2,0.81775416189477,7.80673847684013,1.74298047246566,0.120888560076369,0.400672314571644,-4.98123218965196,CCT2
CCT3,0.851861998333538,8.70900475812378,2.7771754189907,0.0248880047822023,0.205736085377231,-3.67155479662022,CCT3
CCT4,1.24162015010291,8.12373095747495,2.70422873036775,0.0278022467847587,0.213567819197885,-3.71307641515109,CCT4
CCT5,2.10239261070829,9.17839920258444,3.7486430037333,0.00601606193337301,0.0814851581116485,-2.25182624040835,CCT5
CCT6A,0.546648929481592,8.31070684198751,0.685820420382963,0.512902035889742,0.708815086003979,-6.19574720767202,CCT6A
CCT6B,-1.91413059941513,1.74432668630283,-2.26378653559258,0.054587834766966,0.274895381940934,-5.00821472611156,CCT6B
CCT6P1,1.47924548350906,3.31007764892338,1.73768142688092,0.121855518427393,0.401956518235921,-5.50244819698168,CCT6P1
CCT6P3,1.20030721111373,2.91826664110885,0.858770953160231,0.41634704991201,0.649133182323105,-6.26170336991756,CCT6P3
CCT7,1.08021836058625,9.28705915647666,3.51025595501287,0.00843010656714431,0.105834888799875,-2.66099746726207,CCT7
CCT8,0.550930182993074,8.19195770824748,1.88279031160349,0.0978482276672286,0.353749544887161,-5.05469244587954,CCT8
CCZ1,-0.638814694821131,5.2130882464363,-1.03703761473975,0.331123129806022,0.608077803622135,-5.64627598613055,CCZ1
CCZ1B,0.433269302511519,5.01727528892671,0.350139999197077,0.735599231078188,0.853932441318275,-6.71307218936702,CCZ1B
CCZ1P-OR7E38P,-0.11727901967834,1.44718294720147,-0.947406263703402,0.372154644856996,0.625752506359967,-6.96436131461609,CCZ1P-OR7E38P
CD101,-1.01897755570587,1.67341108211133,-2.08234256175989,0.0721360613196651,0.298840518247033,-5.50703307896721,CD101
CD109,-0.271773792681126,6.16103521349567,-0.228102473058685,0.825495103590778,0.908851081460615,-6.19738313870029,CD109
CD151,0.868961044459771,5.93281911079571,1.14261083407235,0.287414430732402,0.604324128055139,-5.62933435691443,CD151
CD164,0.604731359413989,7.5955530926141,0.973346512875545,0.359903468228698,0.620782916321771,-5.82339033195958,CD164
CD209,-1.21230997246564,2.06540864844207,-2.02916034565181,0.0782612020896771,0.309707204020047,-5.57136715120419,CD209
CD24,2.16140876606379,4.6346607378593,1.12316403958527,0.295097647614742,0.606898141836707,-5.79569458387729,CD24
CD27-AS1,0.761405769922274,1.76412322613447,1.44581267816452,0.18759528713059,0.497574520499233,-6.15643258374157,CD27-AS1
CD276,1.00981653166252,6.89851799985483,1.7666922535119,0.116649388588751,0.392138762617743,-4.8755236359535,CD276
CD2AP,0.0412873529529829,6.72857162428891,0.0507746835435808,0.960794840620345,0.982871113818061,-6.2292881630012,CD2AP
CD2BP2,1.63652181952423,6.66914557577069,3.73009640409517,0.00617428644521108,0.0832374597870746,-2.10573212171443,CD2BP2
CD320,-0.342432074781031,5.71683121081897,-0.57571974565184,0.581202503054447,0.755402133922184,-6.02052346155246,CD320
CD37,-0.11727901967834,2.19293089552084,-0.881673833900143,0.404581809278421,0.641751990195867,-7.02539119847095,CD37
CD3EAP,-0.662578449989099,3.48950364931264,-0.752444403259888,0.474111373702349,0.684864466819185,-6.93130005969179,CD3EAP
CD44,3.28927466541327,3.71139729263453,10.0792799122083,1.03601908736179e-05,0.000686215995468122,3.98663577972957,CD44
CD46,-0.461174412089381,7.08386315366953,-0.671842644905831,0.521288075368814,0.71411020771084,-5.9697786053419,CD46
CD47,0.250926959141007,5.6651567529253,0.447629198085818,0.666720828871485,0.810914667493353,-6.12311615214207,CD47
CD55,-0.354220516176674,5.94730772157802,-0.384756677421171,0.71080560016751,0.83982068821495,-6.1881114037458,CD55
CD58,-2.43905447777043,2.17657745613193,-2.61731250933134,0.0317391460259717,0.227327299615015,-4.34600766516442,CD58
CD59,-0.997102877763894,4.98535771024229,-2.22648169029839,0.0578103204437747,0.276981315543587,-5.28923321565316,CD59
CD63,0.302655828781116,7.67089708208443,0.475981788088198,0.647272327368535,0.797548759057924,-6.4364018748745,CD63
CD68,1.61808877478464,2.17543579220066,5.58318919260714,0.000591317519908056,0.0127500078096767,-0.152167509260592,CD68
CD74,-0.11727901967834,1.56106073954203,-0.954234302010975,0.368899999060148,0.625015561010411,-6.95782149413402,CD74
CD81,-0.0434526749787221,7.05429732782475,-0.0808566454404533,0.937613834581804,0.969049550259872,-6.39571507708662,CD81
CD81-AS1,-0.810647544276376,0.81756468262069,-0.698280773441886,0.505498151710451,0.704318635991815,-6.87428645157101,CD81-AS1
CD82,-0.11727901967834,1.35743351970449,-0.670437896156774,0.522135544363856,0.714427654935891,-7.19632989362365,CD82
CD83,-0.997102877763894,2.277053956832,-2.22887011218803,0.0575984344060829,0.276675796306276,-5.28559572733153,CD83
CD8A,0.761405769922274,1.97715754023835,1.48111101645295,0.178218269953386,0.485865442848686,-6.11108077566542,CD8A
CD9,-0.459702439178565,5.52545791419558,-0.78270240689588,0.457149379659072,0.674547852043997,-5.94375733242727,CD9
CD99,0.519073990161155,6.77162445385661,0.63339466351439,0.544788572168811,0.730939347580191,-6.15687701533371,CD99
CD99L2,-0.394977625246562,5.07109592818334,-0.315752005314373,0.760562161504585,0.869549748728195,-6.76797748668876,CD99L2
CDADC1,-0.11727901967834,2.64825135346884,-0.968977482162026,0.361945338136228,0.622123999643932,-6.94357473894008,CDADC1
CDAN1,0.893645361927443,4.82288642825432,0.855223696310775,0.418190846140843,0.650113477269282,-5.97005427197394,CDAN1
CDC123,1.08452003366773,6.95035430669407,2.04652172558785,0.0762076953368156,0.305784702429364,-4.49601139953572,CDC123
CDC14A,-0.11727901967834,2.11998956041345,-0.96627407021158,0.36321314847279,0.622842328426057,-6.94619994890084,CDC14A
CDC14B,-1.6050961764319,4.17197126343347,-2.1385581466226,0.0661733239151895,0.290401642067724,-5.29342677840093,CDC14B
CDC14C,-0.11727901967834,1.53967452480267,-0.946830046844349,0.372430281540162,0.625811937727237,-6.96491151078442,CDC14C
CDC16,0.193637252674157,4.93019984552984,0.189949438554763,0.854250609845438,0.92553440341148,-6.46513423191013,CDC16
CDC20,1.09110600600289,6.32130122596111,2.18810071010939,0.0613235709889311,0.280823019528676,-4.31457623678385,CDC20
CDC23,0.22882999438812,6.4743997455276,0.328873030882079,0.750999926886973,0.863213363534528,-6.17260538266424,CDC23
CDC25A,0.979853157992528,7.16129571450129,1.57949061482011,0.154264047471429,0.453732806936234,-5.11488979963734,CDC25A
CDC25B,0.698364571164599,6.78412639563189,1.9962284664266,0.0823057412030386,0.317534184769679,-4.54664153761894,CDC25B
CDC25C,0.99705868968659,4.09127282360448,0.675358399081873,0.519170801775261,0.712608359395911,-6.41436296951098,CDC25C
CDC26,-0.11727901967834,1.91776918666797,-1.10226470051331,0.303538357591577,0.607912164071706,-6.80726102668474,CDC26
CDC27,-0.962138305047912,6.49911798387357,-1.40673956945519,0.198483010324283,0.512069705197686,-5.28926185207861,CDC27
CDC34,0.498714478567236,6.86438429951738,0.761995503840801,0.468712603285736,0.681463338052512,-6.02234349602072,CDC34
CDC37,1.1342648172226,7.39977933193995,1.59383498159353,0.151026890469238,0.448079575281523,-5.17075493312961,CDC37
CDC37L1,-0.11727901967834,3.41405809966868,-1.05659011267049,0.322655340099725,0.607912164071706,-6.85545683210678,CDC37L1
CDC37L1-DT,-0.11727901967834,1.42468328767038,-0.955720344462415,0.368194493884051,0.62488231743486,-6.95639327214903,CDC37L1-DT
CDC40,0.174123403211162,5.28355177496063,0.173480672150069,0.866738245214174,0.932954746134257,-6.34164798803639,CDC40
CDC42,0.195406006422571,7.21095439998957,0.195944439371933,0.849715525024189,0.92290839910202,-6.21956944682937,CDC42
CDC42BPA,0.268061753098674,5.70918205798497,0.413017919206854,0.690832114271835,0.826666260492073,-6.44128114673622,CDC42BPA
CDC42BPB,0.414582344860048,6.47811880924584,0.859063361991764,0.416195319334991,0.649133182323105,-5.85350278833615,CDC42BPB
CDC42BPG,-0.265605302811063,4.14224489530237,-0.375028962048701,0.717737351796397,0.844039045610993,-6.68433141138155,CDC42BPG
CDC42EP1,0.222052760574166,6.91456512139622,0.354326794991931,0.732582077407779,0.852654663785592,-6.3568192209846,CDC42EP1
CDC42EP2,0.226738177758523,2.19243796881855,0.248772499849832,0.810030260971555,0.898752904739227,-7.0242460672901,CDC42EP2
CDC42EP3,0.935709274239056,5.27699421782161,2.25193446149944,0.0555917264603435,0.276192735243436,-4.25036308681142,CDC42EP3
CDC42EP4,0.484901917493084,5.18872170739645,0.509098977915877,0.624918326782952,0.783141284238861,-6.20550307867546,CDC42EP4
CDC42SE1,-0.287054636064243,5.86963496690334,-0.737815799453763,0.482459620011999,0.690071832941682,-5.98532748498753,CDC42SE1
CDC42SE2,-0.703970894600822,4.66417284080493,-0.809771024627577,0.442327036436696,0.664748857188365,-6.30080952529544,CDC42SE2
CDC45,0.14425385979112,5.10398727033572,0.234738268208566,0.820521082880729,0.905515947565086,-6.210074361704,CDC45
CDC5L,-0.26642041573345,7.73749820315701,-0.429572922347045,0.679249986314117,0.819088947666559,-6.25780600359679,CDC5L
CDC6,-0.757272206140116,7.07385286027467,-1.09910350402528,0.304831752189633,0.607912164071706,-5.71692627224367,CDC6
CDC7,1.23297923365693,5.94457097291902,0.680863647488063,0.515866167986782,0.710786816780318,-6.25619738041069,CDC7
CDC73,-0.993518491975911,5.6932376969544,-1.40104398702324,0.200115704252647,0.514108623983536,-5.30581033694299,CDC73
CDCA2,1.44181927467077,5.10899960416189,3.87864064823592,0.00502216537125808,0.0704715325684803,-1.89572605280727,CDCA2
CDCA3,0.0940494170959134,4.6696990224776,0.196901877385642,0.84899179411207,0.922469616606403,-6.23984500457841,CDCA3
CDCA4,0.658537788758001,5.6524171530831,0.771066190027806,0.463623455185439,0.678823420731827,-5.96485570547521,CDCA4
CDCA5,0.0375698636917834,6.10803920947526,0.0589309472029337,0.954504723446914,0.97837921095159,-6.27173946973748,CDCA5
CDCA7,2.11101949785139,6.50432875239593,2.81367846661845,0.0235502184319067,0.202813075152391,-3.49311587306449,CDCA7
CDCA7L,0.810726708157005,5.94322625657403,0.897537193524918,0.396574210879594,0.63867176419986,-5.87371256834077,CDCA7L
CDCA8,2.21354380946826,5.40670331422717,1.25434535643362,0.24638115464518,0.566807753832746,-5.66583179681041,CDCA8
CDCP1,-1.01897755570587,1.68665534459623,-2.08753470294892,0.0715638775119986,0.298138119605147,-5.49925252831918,CDCP1
CDH1,-0.541631052147991,5.01353413708276,-0.668945071670096,0.523037082661332,0.714876816125613,-5.96886753512673,CDH1
CDH11,1.42478826584333,3.37377452910979,1.05615530947341,0.322841782688295,0.607912164071706,-6.08365473381337,CDH11
CDH2,-1.42144154413547,7.43722829612711,-1.99262221923598,0.082760814043524,0.318778302423988,-4.6639607235505,CDH2
CDH23,-2.34268169857473,2.51139891264316,-4.20432044270274,0.00322957780660851,0.0497720725003502,-1.80488264121181,CDH23
CDH24,-1.0172316617436,3.27498321517187,-1.15814453727505,0.281394535637339,0.603017233543783,-6.51520328235857,CDH24
CDH3,0.303924538148662,5.50491466244289,0.395823699638864,0.702954413810898,0.834587242140364,-6.14740017720026,CDH3
CDH4,-1.77204441678798,1.75529323725463,-2.43644490325116,0.0418664113987213,0.255770528680536,-4.82339461458354,CDH4
CDH7,0.376764548458778,5.08482513159843,0.568054891196562,0.586143788935148,0.758307099138073,-6.06583489638661,CDH7
CDHR1,-0.10567697181003,4.68966984850095,-0.15720186970163,0.879121366719635,0.938937761930447,-6.55741117432658,CDHR1
CDHR3,-0.11727901967834,1.73989603729696,-1.09368979208915,0.307056972105671,0.607912164071706,-6.81642335822531,CDHR3
CDHR5,-0.11727901967834,1.79983266377957,-0.594137991227107,0.569425506656423,0.748015930563601,-7.24794943536079,CDHR5
CDIP1,-0.145981952191413,4.35395863871935,-0.10419777704282,0.91966985357497,0.961460910118781,-6.720924331591,CDIP1
CDIPT,0.342254306333341,6.83374189997422,0.492398078574813,0.636141474973787,0.789226866474317,-6.14684660244902,CDIPT
CDK1,1.42912376881734,5.98339667907946,1.18590335301586,0.270893692848654,0.595229954137208,-5.65642812551383,CDK1
CDK10,-1.51706758155057,4.62541523803745,-1.48793607850089,0.176454231600559,0.483172416635928,-5.64708829043605,CDK10
CDK11A,0.809009547901922,6.60939796467507,0.887317398136017,0.401719750933118,0.640396395244701,-5.89776052125529,CDK11A
CDK11B,0.724468690122535,7.07966011933364,1.03769734315521,0.330834617618732,0.607914356618618,-5.72203469623786,CDK11B
CDK12,-0.0662558681356096,7.61690130136257,-0.16743352203904,0.871333854112374,0.935383486154172,-6.42478904271894,CDK12
CDK13,-1.283438068925,6.04676878577206,-1.22491661008689,0.256683824758899,0.579531061326057,-5.51858491767803,CDK13
CDK14,-0.997102877763894,2.95261082228744,-2.16875912765666,0.0631735587077778,0.284313229880483,-5.37687840483234,CDK14
CDK15,-0.11727901967834,1.28002583710704,-1.13605001921639,0.289988222323167,0.605892251884659,-6.77065919174292,CDK15
CDK16,-0.083234564149457,8.5459917595999,-0.187626136027293,0.856009708263962,0.926535607541656,-6.59653516383339,CDK16
CDK17,-4.20898144799908,4.30845272822765,-11.2813094847281,4.56484594563235e-06,0.000464341903035734,4.67857559136232,CDK17
CDK18,0.278843667947289,4.37810866481109,0.477997475907061,0.645900408178183,0.796790887789839,-6.36454717062965,CDK18
CDK19,-0.11727901967834,3.72376425326901,-1.03844529642939,0.330507759700495,0.607914356618618,-6.87418164489077,CDK19
CDK2,-0.502845187565565,6.31986542340857,-0.834011788705361,0.429336951854291,0.656405461632024,-5.87344758380793,CDK2
CDK20,-1.00918332314759,3.47999314376929,-1.82399651991281,0.106976797696819,0.372839100468211,-5.20183218174014,CDK20
CDK2AP1,0.646019194310236,6.59016776229931,1.46446712198674,0.182586384111934,0.493117989374299,-5.23921002936671,CDK2AP1
CDK2AP2,-2.18337154419584,2.30259107717802,-11.6043767373005,3.71145529988421e-06,0.000435266200819754,5.11738869598385,CDK2AP2
CDK4,0.341899099024849,6.8088501436404,0.549374349772153,0.59828410554357,0.766369421328943,-6.15437027163753,CDK4
CDK5,1.84355914457646,3.27682717121967,1.04422453426322,0.32799069006593,0.607912164071706,-5.88636404896219,CDK5
CDK5R1,-1.02646373853445,4.15093177249609,-1.40752158912806,0.198259753000038,0.511792579997413,-5.95828450692612,CDK5R1
CDK5RAP1,1.63996479806931,4.80713246732472,4.0969465981466,0.0037291541198531,0.0559179294998763,-1.61721402651695,CDK5RAP1
CDK5RAP2,-1.66042641923255,6.31964754542944,-4.11712478042922,0.00362923454370059,0.0546468771324436,-1.50798334925937,CDK5RAP2
CDK5RAP3,0.41351277407451,6.935256456252,0.350811467824074,0.735115014274396,0.853902095421784,-6.17173872862534,CDK5RAP3
CDK6,0.737295273878874,6.40372105662124,1.00636169502045,0.344755104609339,0.614570788675317,-5.7852871891821,CDK6
CDK7,2.94204250889633,4.95293843604453,9.25545128013311,1.91189876749595e-05,0.000972180457005857,3.41820566297486,CDK7
CDK8,0.999464826345439,4.4674634922961,1.49061384171117,0.175766405317012,0.482086626323645,-5.36599082855819,CDK8
CDK9,0.124587393075388,6.30146910367809,0.261142540465302,0.80081734571159,0.891961254875275,-6.22467335339502,CDK9
CDKAL1,2.46903216155354,4.38564118186351,1.94398250731352,0.0891423926315895,0.333042997594063,-4.83825220343794,CDKAL1
CDKL1,1.59842489464365,3.02507318686789,2.74593132339589,0.0260955099626758,0.209126517339777,-4.20977104523746,CDKL1
CDKL2,-1.91413059941513,3.03439983241768,-2.24900721056551,0.0558424956758297,0.276192735243436,-5.03070924331798,CDKL2
CDKL3,-2.06268565383388,2.55303665948341,-2.54079506883789,0.0356775111531919,0.238043964776633,-4.57687098794991,CDKL3
CDKL5,-0.477516408326319,3.97448852134264,-0.601179162312937,0.564959680950518,0.744658570697297,-6.72914641325755,CDKL5
CDKN1A,-0.308938169402949,6.87617215276409,-0.550478523809422,0.5975626984777,0.765890494315317,-6.03614291048029,CDKN1A
CDKN1B,-0.222222252423852,7.33673705632483,-0.409555490439036,0.693265679733823,0.827985453383614,-6.24402238934725,CDKN1B
CDKN2A,1.1590420982779,8.14786755413907,1.92606577675571,0.0916110170515472,0.339452586942864,-4.8155643748063,CDKN2A
CDKN2AIP,-1.0587788830889,4.79432422504276,-1.95216314539076,0.0880367232461934,0.330473836726072,-4.89448809758073,CDKN2AIP
CDKN2AIPNL,-0.0788084629367631,6.75017506928686,-0.0937138132702244,0.927724186876968,0.964968659934192,-6.27796543212092,CDKN2AIPNL
CDKN2B,0.797815789170222,6.01170428352976,1.70788671746656,0.127428768436425,0.412133710192123,-4.92974748431904,CDKN2B
CDKN2B-AS1,1.2890602254168,1.89431376266734,2.65238453500772,0.0300857476500897,0.224514697285331,-4.43235436877886,CDKN2B-AS1
CDKN2C,-0.350208389603327,6.10793987873127,-0.580343387275351,0.578233170914839,0.753169196436799,-6.02850291421542,CDKN2C
CDKN2D,-0.11841808816328,3.10357831427543,-0.151288969310076,0.883628285172832,0.941275360887108,-7.1818537654085,CDKN2D
CDKN3,0.720753308701642,3.71687065657744,0.630793079385173,0.546401420131819,0.731797029792477,-6.66589414237723,CDKN3
CDNF,-0.11727901967834,1.44785368568982,-1.07352878276242,0.31545772539933,0.607912164071706,-6.83775868657319,CDNF
CDO1,1.22581971933412,3.85633277607504,0.892984138531515,0.398860682398892,0.639259234754518,-6.2278829604593,CDO1
CDON,1.63695920840973,4.76576298283501,3.62386367929233,0.00717091881595487,0.0934421896297642,-2.2764589531389,CDON
CDPF1,-0.11727901967834,2.26306742023784,-0.873187514733807,0.408913113007523,0.64458260743244,-7.03301097383631,CDPF1
CDR2,-0.0731836860306672,5.0163809789372,-0.120575272297422,0.90710801641017,0.954630029831635,-6.64134755333572,CDR2
CDR2L,0.576774875212617,4.80042324692405,0.975286366473234,0.358999671021085,0.620188054428641,-6.06249161707783,CDR2L
CDS1,-1.71765555657061,4.83097120689295,-5.32557933453758,0.000795657986724857,0.0162338988097681,-0.0969641442423343,CDS1
CDS2,0.742406187855846,6.55725779944325,1.62650448521366,0.14388521789472,0.437324961679589,-5.03612523421777,CDS2
CDT1,0.0100124025584325,7.70382306701762,0.0157995519029064,0.987795188140385,0.995316121048132,-6.60178243758866,CDT1
CDV3,1.03714189826021,7.43650351840678,1.55733828270772,0.159387787139242,0.460557862169944,-5.16149269545134,CDV3
CDX2,-0.42093457171241,3.43254371438267,-0.411172484220472,0.692128700149312,0.827224320894493,-6.62615747702456,CDX2
CDYL,0.47650474926927,5.89836328644164,0.957966708861107,0.367129942293781,0.624764087300188,-5.80518558895429,CDYL
CDYL2,0.404152045416552,4.88471716778864,0.767033703544827,0.46588131340644,0.679885711226099,-6.23701931778523,CDYL2
CEACAM19,1.80793531480887,3.38716876373329,2.70405194531316,0.0278097221997106,0.213567819197885,-4.22086453273509,CEACAM19
CEBPA,0.252944482652715,6.07497873909303,0.374482082221531,0.718127886192097,0.844192135293449,-6.15110946093916,CEBPA
CEBPA-DT,0.896346123266616,3.82361526701859,0.611953206832659,0.558165737965965,0.740575861861576,-6.43646564295245,CEBPA-DT
CEBPB,-0.779549984202291,3.98601790599678,-1.39265188494798,0.202542853728777,0.518212249917986,-5.389879263238,CEBPB
CEBPB-AS1,-0.11727901967834,1.38771354028134,-1.08796323351383,0.309424847651396,0.607912164071706,-6.82251309532071,CEBPB-AS1
CEBPD,-0.52440031971223,1.90643902224695,-0.62376750919502,0.550771114181534,0.735364061650188,-7.00321537688798,CEBPD
CEBPG,0.128480797619765,8.40989119314779,0.169844502486932,0.869500960474655,0.934463687889313,-6.3712186205374,CEBPG
CEBPZ,-0.932272031699543,6.81094965084901,-1.55559667020703,0.159797107648423,0.460794035898488,-5.13193202669445,CEBPZ
CEBPZOS,-0.437759226124609,4.95454342207483,-0.398076609980448,0.701360776323904,0.833624221629736,-7.00234642935885,CEBPZOS
