,logFC.RNAseq_sample-RNAseq_control,AveExpr.RNAseq_sample-RNAseq_control,t.RNAseq_sample-RNAseq_control,P.Value.RNAseq_sample-RNAseq_control,adj.P.Val.RNAseq_sample-RNAseq_control,B.RNAseq_sample-RNAseq_control,Symbol.RNAseq_sample-RNAseq_control
AP3B2,0.2950918773591,0.534742190246849,1.06120541389805,0.316822267572873,0.888949650548062,-5.23521539403556,AP3B2
AP3D1,-0.570703873571059,7.00386413221932,-3.36546988093429,0.00857374029540122,0.356011957324925,-2.62852500720877,AP3D1
AP3M1,0.163921001053462,5.02536328236626,0.796554998988971,0.446644015614715,0.957928170593141,-5.979687886105,AP3M1
AP3M2,0.088276169053279,3.39054273115125,0.148029749016544,0.885652042885996,0.999969548839946,-5.84378668455012,AP3M2
AP3S1,0.46187712229886,5.52382628064001,1.58884088389061,0.147288078390123,0.737895036786211,-5.02260872659592,AP3S1
AP3S2,0.179435160344922,2.55436527242728,0.540444390025391,0.602284219488053,0.996391562030057,-5.5940771490809,AP3S2
AP4B1,-0.239944700477374,2.82311306554791,-0.376844946009102,0.715205625003892,0.998645782309963,-5.46721686631258,AP4B1
AP4B1-AS1,0.503719522052943,-0.209368615569912,2.32561238576562,0.045658993053837,0.546419000795734,-4.10318520898308,AP4B1-AS1
AP4E1,0.287806012949028,3.50835638865427,0.398856512047496,0.699494089438594,0.997576220298529,-5.74881076161607,AP4E1
AP4M1,-0.159162160443881,1.46534106733189,-0.391736347539552,0.704560248296018,0.998046579510442,-5.48531338250356,AP4M1
AP4S1,0.312683170654859,0.56512292357347,1.14299287157239,0.28315200732888,0.865501484494715,-5.13816781723025,AP4S1
AP5B1,0.0235969589270848,4.03084742459636,0.0553251314608005,0.95711383537888,0.999969548839946,-6.09163323451649,AP5B1
AP5M1,0.283124287470966,4.55373181175688,1.16556615100016,0.274377254173509,0.860430491875077,-5.36348327315564,AP5M1
AP5S1,-0.0218539672663112,1.31471506019559,-0.0655176371283498,0.949224549399222,0.999969548839946,-5.62591799698815,AP5S1
AP5Z1,-0.533154523703871,2.53016399431066,-0.576255159420569,0.57886555666429,0.994936426483924,-5.48278263841069,AP5Z1
APAF1,0.575868558806776,4.31491455422899,2.00984051734684,0.0760306372817312,0.6197395998327,-4.32915479980543,APAF1
APBA1,0.222768044029406,0.326848813936994,0.548985008759093,0.596653458458732,0.996141074883198,-5.93365387313054,APBA1
APBA2,-0.48550613013119,3.55046622307735,-0.634857847300421,0.541656126244032,0.984815721043679,-5.56607737492401,APBA2
APBA3,-0.91281346684103,2.55840770555429,-0.89458174147454,0.394794813722188,0.935667363516365,-5.17026132018402,APBA3
APBB1,-0.201134913447755,4.20492164652945,-0.445294962602384,0.666847287380205,0.996970986419202,-5.97147145598275,APBB1
APBB2,0.126696869012896,3.31039357733894,0.208178263881274,0.839823034280885,0.999969548839946,-5.55754935163918,APBB2
APBB3,-0.449032507321361,1.49279453943759,-0.831868119231356,0.427456376177471,0.949049809380163,-5.19048132190799,APBB3
APC,0.490030015705765,4.85045489836146,1.50092332975645,0.168337045438595,0.762235089200746,-5.21752715892973,APC
APC2,-0.123148499117348,1.43791966033966,-0.358871292820117,0.728141666033512,0.998645782309963,-5.52887644343797,APC2
APCDD1,0.0919677578834102,1.45475581377066,0.0838670498196474,0.935036971155113,0.999969548839946,-5.59461981085246,APCDD1
APEH,-0.728440862868298,4.79616301627563,-1.96068293690157,0.0822492368439911,0.631385609114921,-4.38387164374518,APEH
APEX1,-0.116483031468717,6.95424778183752,-0.736341660474213,0.480669923497238,0.967231753126283,-6.38085390824879,APEX1
APEX2,-0.265208266433445,2.12007578666158,-0.28795584341095,0.780040056161138,0.998645782309963,-5.45773548846384,APEX2
APH1A,-0.0361398850470938,6.21502886370207,-0.21629959480814,0.833679712431076,0.999969548839946,-6.4748462827911,APH1A
APH1B,0.799525797198311,2.07221986685224,1.68664798407079,0.126677038470908,0.708911605587868,-4.39402986630107,APH1B
API5,0.115783698936745,5.62710743234885,0.608360766983822,0.558305340928104,0.989079080596218,-6.15006438541856,API5
APIP,0.299727405502319,0.823244004671859,0.633266277103057,0.542647892679778,0.984815721043679,-5.45464670133764,APIP
APLF,0.197552398612566,0.422198485882411,0.425816053763009,0.680455979416594,0.997436215010357,-5.93904047632288,APLF
APLN,1.77576212885411,1.86213831646996,1.99904901880872,0.0773560515387288,0.622716666291769,-4.04836420785749,APLN
APLP1,1.02392828716027,2.21890657136721,1.58583859034004,0.147966142386826,0.738418521815911,-4.51728524110254,APLP1
APLP2,0.114710647110012,7.51068784328147,0.831834626216137,0.427474303863809,0.949049809380163,-6.3927358274448,APLP2
APMAP,-0.402165233759401,5.14679886263177,-2.59658932756348,0.0293936145687697,0.488178960005155,-3.69968863962599,APMAP
APOBEC3B,0.707719009952074,1.31902009078448,0.887169092855629,0.398560712676047,0.938035002448806,-5.33684717406411,APOBEC3B
APOBEC3C,0.0310142944323823,4.50977755603752,0.131411387452702,0.898402010348999,0.999969548839946,-6.24064765286252,APOBEC3C
APOBEC3D,0.300801856211292,0.690737257309893,0.559817548268406,0.589552474222781,0.995937718137264,-5.60840320340753,APOBEC3D
APOBEC3F,0.0445923801139774,2.88298475308728,0.0422185569741682,0.967265845519712,1,-5.57881942145798,APOBEC3F
APOBEC3G,0.579058129953686,0.311646211436519,1.21455516645215,0.256087203445864,0.851584820389502,-5.4620105827013,APOBEC3G
APOC1,0.29125910221457,2.39429669556914,0.46354801395772,0.654211057364418,0.996391562030057,-5.43300789425913,APOC1
APOC1P1,-0.789839656943825,-0.0413363107638857,-2.03905545986024,0.072550777060726,0.608245109753528,-5.3104124177187,APOC1P1
APOE,-0.719862156191119,3.93541628858709,-1.00434929938646,0.341998149771392,0.908478386666599,-5.45503753418069,APOE
APOL2,0.0648523420458194,3.29756080849503,0.104337642697724,0.919238197935082,0.999969548839946,-6.01281579214083,APOL2
APOLD1,0.98929740620113,2.14969634427403,1.04659140973486,0.323153341917319,0.892813871074111,-5.06828447476656,APOLD1
APOO,-0.20876174498146,2.87202437368573,-0.325536942029197,0.752373482169022,0.998645782309963,-5.4445512731385,APOO
APOOL,0.473391381925292,4.68588877157529,1.65895959797499,0.132228194404214,0.716620978348824,-4.87722190109424,APOOL
APOOP5,-0.341858120067137,0.467423613582094,-1.13969030562922,0.284454376544516,0.865501484494715,-5.19881311037463,APOOP5
APP,-0.00159854647749391,9.22255542588338,-0.0161980662922466,0.987437288102267,1,-7.17742673179656,APP
APPBP2,0.491895584171225,5.45762711231867,2.27330720641636,0.0497035751296403,0.55425052507995,-4.14380069532156,APPBP2
APPL1,1.28294920587707,3.84158899822298,2.34752048874847,0.0440631134784356,0.54047179503784,-3.77859348134154,APPL1
APPL2,0.621245448144137,3.02164273124401,0.86651541826539,0.40918749427198,0.941471067772821,-5.37162045099143,APPL2
APRT,-0.667333263407017,6.32204873037846,-2.43304506131435,0.0383454238031454,0.513624946160158,-3.94143228968454,APRT
APTR,-0.36681942669227,3.38774486678248,-0.469376283978293,0.650200470003307,0.996391562030057,-5.55285934817548,APTR
APTX,-0.00432579357585539,4.63170357434935,-0.0189839054136887,0.985276946492882,1,-6.1219657064488,APTX
AQP1,-0.00927326745351889,0.138196484851906,-0.0403529427739256,0.968711455166765,1,-6.05734734485227,AQP1
AQP3,0.289332960732234,0.895442542653432,0.40747379330234,0.693383733524774,0.997436215010357,-5.70497327672501,AQP3
AQP4,0.0623507686356146,0.056527574317743,0.253228118682808,0.805902214003763,0.998645782309963,-6.08831507485715,AQP4
AQR,0.552077570538068,4.62755824023672,1.21648186666512,0.255388673555922,0.8515770650124,-5.27341029574685,AQR
AR,0.0325516996551398,4.95874595919502,0.128193706786911,0.900874383631615,0.999969548839946,-6.1115011908093,AR
ARAF,-0.234617458166724,4.84455150447745,-1.19074957855006,0.264847290316264,0.855822486162969,-5.374029354768,ARAF
ARAP1,-0.315546943893244,4.32605785021439,-0.963581981677496,0.3609585371585,0.918369464778619,-5.460863306078,ARAP1
ARAP2,0.585846103518156,2.1542995712007,0.594214140958575,0.567313119045643,0.991417276924535,-5.38871543346289,ARAP2
ARAP3,-0.0624207199459077,2.46868768921859,-0.0681361262174113,0.947198675281246,0.999969548839946,-5.49660060022768,ARAP3
ARC,-1.60607101975353,2.49735877162632,-1.73328914108681,0.117806479486649,0.69706370069548,-4.36787870214801,ARC
ARCN1,0.278429696598621,5.88423979203454,1.50036328047446,0.168479273052844,0.762235089200746,-5.41674508182666,ARCN1
AREL1,0.270825907628305,4.73973623733275,1.28423324854604,0.231803714900821,0.828717358057682,-5.41391544022337,AREL1
ARF1,-0.206535837907661,7.78477155900361,-2.1344568789586,0.062223703395521,0.579850986493707,-4.84856810291809,ARF1
ARF3,0.16269292377641,6.69000675876471,0.754686429344945,0.47013012613172,0.964481939711045,-6.29902669319488,ARF3
ARF4,0.370787607255942,5.16074914143748,1.16315423707828,0.275304283964054,0.861127210312757,-5.37714197411504,ARF4
ARF4-AS1,-0.117751370196639,0.302327919950802,-0.521423393222033,0.614925110745959,0.996391562030057,-5.78783290402575,ARF4-AS1
ARF5,0.0477353838035057,5.52668785442418,0.227296504445272,0.825380291035426,0.999969548839946,-6.20240286963458,ARF5
ARF6,0.206770030886786,6.52096387425399,0.920544700900952,0.381805000176752,0.928439978285855,-6.12585328530261,ARF6
ARFGAP1,-0.565233859125629,5.39414380410068,-2.16498913725856,0.0592305461831912,0.575388085263663,-4.3618800592553,ARFGAP1
ARFGAP2,-0.245546868023831,4.03578974083799,-0.437449897608917,0.672312989481993,0.997024809135366,-5.91737392319908,ARFGAP2
ARFGAP3,0.459886612443759,3.93119910004234,0.700580021459469,0.50164763435884,0.974989341366022,-5.66769648752925,ARFGAP3
ARFGEF1,0.373302117827302,4.80399597381526,1.58932080924063,0.147179947093679,0.737895036786211,-4.89392010001279,ARFGEF1
ARFGEF2,0.114087853098928,4.23233068311067,0.327177537271237,0.751173862231051,0.998645782309963,-5.9630462640907,ARFGEF2
ARFGEF3,0.288675174008302,5.80726576986978,1.31259775407065,0.222483260950456,0.817870075981424,-5.52087617198952,ARFGEF3
ARFIP1,0.347702417332247,3.69422588829667,0.521345121455845,0.614977411731251,0.996391562030057,-5.75119556463368,ARFIP1
ARFIP2,0.105328748778806,3.23778241184371,0.325102214782347,0.752691477462131,0.998645782309963,-5.85321494345626,ARFIP2
ARFRP1,-0.592609887739946,2.74651715821742,-0.756338077097887,0.469188608089854,0.964473612261583,-5.45263339199199,ARFRP1
ARG2,0.119060576452634,1.55736600640959,0.105515597864645,0.918330148094886,0.999969548839946,-5.573810413795,ARG2
ARGLU1,0.0945915305708462,6.46560159365462,0.459216214841212,0.657199530526023,0.996391562030057,-6.52541870861832,ARGLU1
ARHGAP1,-0.355734649189502,2.55293820411969,-0.432199344054594,0.675982538110477,0.997024809135366,-5.41998191578252,ARHGAP1
ARHGAP10,0.00475703364642865,1.22262200889265,0.00604129017574458,0.995314368512051,1,-5.54768024833361,ARHGAP10
ARHGAP11A,0.370817136777687,4.00585598673875,0.839145184626578,0.423573440109679,0.94668216678596,-5.79603133408783,ARHGAP11A
ARHGAP11B,-0.0776122614486656,4.53240974012145,-0.277589816875965,0.787731445711142,0.998645782309963,-5.96898207506461,ARHGAP11B
ARHGAP12,0.587317092100046,3.69793151814691,1.07106576728295,0.312604946386565,0.886082327825117,-5.39693080893819,ARHGAP12
ARHGAP17,-0.269002300621834,4.74116199043624,-0.930225854344199,0.37704107829518,0.925570368150555,-5.46352814629373,ARHGAP17
ARHGAP18,0.399735791161349,1.8059148743786,0.771888646032184,0.460384400325706,0.960944639209633,-5.27151551438245,ARHGAP18
ARHGAP19,-0.419711167929963,3.25002989619302,-2.15951668047121,0.0597565207879236,0.575388085263663,-4.20787921482045,ARHGAP19
ARHGAP20,-0.436458347013481,1.59464901568873,-0.369159462323286,0.720725549990367,0.998645782309963,-5.45932024022472,ARHGAP20
ARHGAP21,-0.307931787526289,5.25324385872152,-1.29233503586903,0.229108726274249,0.824315944144253,-5.57272618234404,ARHGAP21
ARHGAP22,-0.645370513203424,2.72883094250226,-1.14594999258092,0.281989902756059,0.865162449928283,-5.2017476441989,ARHGAP22
ARHGAP23,-0.149284434260121,3.02822188665718,-0.173891168984696,0.865881188901555,0.999969548839946,-5.60433187469444,ARHGAP23
ARHGAP24,-0.45433994862192,0.560453094042816,-0.769286174016522,0.461850215947432,0.961039037040836,-5.69784575306756,ARHGAP24
ARHGAP26,0.432866772826158,3.68967768784204,1.79697198914164,0.106618614720228,0.680308048602584,-4.44407837626018,ARHGAP26
ARHGAP27,-0.524894973343941,3.31218770966476,-0.671767695633517,0.518957957808108,0.980696143326746,-5.46303250766538,ARHGAP27
ARHGAP27P1,-0.2001339466321,0.753923909507062,-0.338308123214616,0.743053920165861,0.998645782309963,-5.70312038688705,ARHGAP27P1
ARHGAP27P1-BPTFP1-KPNA2P3,0.906959511754464,3.62807792032368,2.919262682387,0.0174362187830852,0.425839469105936,-2.87496251782834,ARHGAP27P1-BPTFP1-KPNA2P3
ARHGAP28,0.586456787096755,1.23235672695989,1.01041320125791,0.339242981039193,0.906732700915177,-5.08001660961656,ARHGAP28
ARHGAP29,0.0069311698074781,3.93143401753279,0.0286244753096283,0.977802049639348,1,-6.10168066190509,ARHGAP29
ARHGAP30,-0.220249580895773,0.500699145310351,-0.912001326022035,0.386045025201606,0.932875296072082,-5.38816003252462,ARHGAP30
ARHGAP31,0.0358022175948652,1.32967110593524,0.065938568879793,0.948898856187112,0.999969548839946,-5.62916230967128,ARHGAP31
ARHGAP32,0.121738772214478,3.36993072353056,0.207995626149187,0.839961323296164,0.999969548839946,-5.87735623808418,ARHGAP32
ARHGAP33,0.631344747191114,2.67193520830572,0.606892541603098,0.559236406689819,0.989337091945383,-5.46252444069746,ARHGAP33
ARHGAP35,-0.284224677604454,6.25549311871008,-1.72839353893871,0.11870997546693,0.69836773208039,-5.1517858097131,ARHGAP35
ARHGAP39,-0.21455779348079,3.88959572285018,-0.659405998509762,0.526495107700394,0.980993258817556,-5.66071725632747,ARHGAP39
ARHGAP4,0.00502986906305658,0.392548350465628,0.0212548184313864,0.98351600917762,1,-5.86113756068614,ARHGAP4
ARHGAP42,0.464612700033116,1.68183002624814,0.378081474393948,0.714319142367857,0.998532752357767,-5.51068103857759,ARHGAP42
ARHGAP44,0.846905691960608,4.14031029441014,3.20303971888243,0.0110777513100918,0.372370697609228,-2.53549995755361,ARHGAP44
ARHGAP45,0.198974348776744,1.88250995752809,0.157188805483548,0.87863964482584,0.999969548839946,-5.50401044791298,ARHGAP45
ARHGAP5,0.367296505679898,5.08819677165491,1.30148503734741,0.226096655266274,0.821841549703722,-5.50451186614166,ARHGAP5
ARHGAP5-AS1,-0.784989574480881,1.0986735957824,-0.856246044191828,0.414544644721312,0.944023861519385,-5.40757925305814,ARHGAP5-AS1
ARHGDIA,-0.173238842730266,7.67274761621206,-0.882773458494606,0.400805854435869,0.938113900590927,-6.37767832566671,ARHGDIA
ARHGDIG,-1.03513815971705,2.15462079609211,-1.00238559528935,0.342893973512869,0.908478386666599,-5.07296173122987,ARHGDIG
ARHGEF1,-0.641144563867124,5.08376509338793,-1.7192445789388,0.120415568518867,0.698842255506278,-4.75903303566506,ARHGEF1
ARHGEF10,-0.281047030497579,3.78749332684349,-0.466843566814187,0.651941843962624,0.996391562030057,-5.84610365297398,ARHGEF10
ARHGEF10L,-0.00265277054893143,2.1272972357524,-0.00258415986698072,0.997995711594915,1,-5.49842969010758,ARHGEF10L
ARHGEF11,-0.12058827777509,4.6742472431821,-0.461511216042315,0.655615418860385,0.996391562030057,-6.04435142093737,ARHGEF11
ARHGEF12,0.146235722440209,6.17168433175433,0.711761070242273,0.495028002295277,0.973371216769459,-6.23534020900811,ARHGEF12
ARHGEF16,-0.219509393654192,1.35046883146579,-0.216313283898961,0.833669367380567,0.999969548839946,-5.66348793977223,ARHGEF16
ARHGEF17,-0.128264194962706,3.47510506999549,-0.179387514083112,0.861691481401131,0.999969548839946,-5.81368914093316,ARHGEF17
ARHGEF18,-0.490513872196626,4.99836542743812,-2.0803138030695,0.0678961516434833,0.596118077675807,-4.26069367948593,ARHGEF18
ARHGEF2,-0.155690644031113,6.02315682257043,-0.805325250464746,0.441825347726754,0.955089612495226,-5.99764213503159,ARHGEF2
ARHGEF25,-0.0933840740648844,3.69076709086533,-0.133780361341577,0.89658249976898,0.999969548839946,-5.84757241982587,ARHGEF25
ARHGEF26,0.218884051391139,3.43100703245844,0.295007544595771,0.774822232555425,0.998645782309963,-5.7217342179147,ARHGEF26
ARHGEF28,-0.0381312649783467,2.94654742940032,-0.0590432880967738,0.954235255786042,0.999969548839946,-5.56267781598696,ARHGEF28
ARHGEF3,-0.570147913486966,2.70029521583575,-0.647188404782408,0.534008732699814,0.982169787422612,-5.35723431345567,ARHGEF3
ARHGEF34P,-0.198595109065574,3.20969307404738,-0.20732337019888,0.840470389874588,0.999969548839946,-5.56089937631815,ARHGEF34P
ARHGEF35,0.25797809590073,2.26055449754118,0.312335220921842,0.762052119588211,0.998645782309963,-5.45694401624368,ARHGEF35
ARHGEF37,0.713317390250364,1.65319488060804,0.675891597899861,0.516458197765525,0.979582989081763,-5.3204148219562,ARHGEF37
ARHGEF39,0.263407796551929,1.60324939854663,0.223423842423529,0.828300445144995,0.999969548839946,-5.5529604514397,ARHGEF39
ARHGEF4,-0.451936449665308,1.46704362920516,-1.0770778879771,0.310054965031222,0.884600613306381,-4.99629834029579,ARHGEF4
ARHGEF40,0.241096798505392,3.65729159256437,0.703785053677873,0.499744496720984,0.974398094356873,-5.36154216857831,ARHGEF40
ARHGEF5,0.0359144976640549,3.02143503914608,0.0383853168224332,0.970236241898711,1,-5.59132422340187,ARHGEF5
ARHGEF6,0.246482738441693,4.05815058876937,0.441571600253595,0.669438804563049,0.997024809135366,-5.91319115884825,ARHGEF6
ARHGEF7,0.0524140251612994,5.0974907811742,0.205455397105582,0.841885326641977,0.999969548839946,-6.21375525365886,ARHGEF7
ARHGEF9,-0.706587902627881,1.81562260686256,-0.571978290031603,0.581635834573311,0.995709083584026,-5.35578445040043,ARHGEF9
ARID1A,-0.1092396525703,6.59820631972555,-0.612159611643832,0.555900453012024,0.989079080596218,-6.27457266882419,ARID1A
ARID1B,-0.147330346521803,5.55312692700845,-0.880206134782495,0.40212128795617,0.938113900590927,-5.9419338057906,ARID1B
ARID2,0.255078897966746,5.07867884286785,0.958847672452403,0.363209920815667,0.918681702065146,-5.58686316039139,ARID2
ARID3A,0.303878425437434,4.55932780136728,1.14193809199423,0.283567442856634,0.865501484494715,-5.60591421528967,ARID3A
ARID3B,0.187161051569572,4.95739846334535,0.899138430146044,0.392492456180303,0.93489408603692,-5.78285328286439,ARID3B
ARID3C,-0.315356945599448,0.61586851271256,-0.564387363700306,0.586570663734331,0.995709083584026,-5.80612477138356,ARID3C
ARID4A,0.545734181740394,4.24760157504546,1.67011429313751,0.129965665371512,0.713396292268665,-4.87656691861719,ARID4A
ARID4B,0.873652996036697,5.91366325310708,3.73273520264061,0.00485749803056508,0.283380814857512,-1.95788040598356,ARID4B
ARID5A,-1.04125409130597,3.29093709416267,-2.65363349597897,0.0267930166706819,0.477003542694436,-3.21897238141866,ARID5A
ARID5B,0.612650355376854,4.06085453239697,1.76012077743103,0.11296634220877,0.690116321637135,-4.43295409818651,ARID5B
ARIH1,0.244517926417211,6.30678046848117,1.25312190040043,0.242399481449551,0.839455986095529,-5.66153032757398,ARIH1
ARIH2,0.121421232805281,5.57430044857127,0.810434716205132,0.439034245709668,0.953607830510417,-6.07799136489518,ARIH2
ARL1,0.644317026463145,5.25571539630897,2.64328532644527,0.0272468927688175,0.480381741291833,-3.52012011377329,ARL1
ARL10,0.104754870990462,3.05452201148949,0.242032387368557,0.814295185500993,0.998645782309963,-5.85579025003656,ARL10
ARL13B,0.151871294676363,3.84034508346266,0.451637693255757,0.662443430236535,0.996391562030057,-5.63817550598728,ARL13B
ARL14EP,0.106400014325912,3.17386351300502,0.139183156620928,0.892435251298241,0.999969548839946,-5.70337651495973,ARL14EP
ARL15,0.393718508571802,3.21196742964685,1.26050019707197,0.239850934971203,0.836722386934383,-5.23621867332909,ARL15
ARL16,-0.309987877447235,4.59704569733065,-1.05683498978145,0.31870551851097,0.889668304759676,-5.49121071548022,ARL16
ARL17A,0.327430999259033,3.30310375364035,1.32956564827864,0.217059933539992,0.813638999104191,-5.35079186114041,ARL17A
ARL17B,0.303154260447522,0.330123241969712,1.26438080439986,0.238519469790228,0.835794955199413,-5.15058245651802,ARL17B
ARL2,-0.701077877131671,2.52989325375696,-0.753293152377426,0.470925315591384,0.964481939711045,-5.35857272544726,ARL2
ARL2BP,0.602012295790219,4.71157329855029,2.11208027815444,0.0645100954171706,0.587204079367901,-4.17903089399298,ARL2BP
ARL3,0.245941818676031,4.49006305081786,0.503738941625762,0.626799966766548,0.996391562030057,-6.0472457081411,ARL3
ARL4A,0.885332141187968,3.31731810226903,1.6353901258459,0.137127120061452,0.722847021050902,-4.50579747875446,ARL4A
ARL4C,0.0998683572192243,3.68315644811139,0.146772974909492,0.88661509874814,0.999969548839946,-5.87066703631862,ARL4C
ARL4D,-0.722165872367616,2.33574140587721,-1.61355084046187,0.141812696328417,0.730918371937106,-4.46295810925599,ARL4D
ARL5A,0.7537045739471,4.4375814702217,1.34173423392926,0.213239795178776,0.809432412096573,-5.22034575140011,ARL5A
ARL5B,0.369288354239253,6.20461735547008,1.68314025613418,0.127368318184256,0.709345892250374,-5.16678616966319,ARL5B
ARL6,0.447917859721497,1.33581773341447,0.954549253034604,0.365262964251868,0.9200819153148,-5.18857282529783,ARL6
ARL6IP1,0.543037890809795,6.08735957115372,2.09168754548422,0.0666645095590556,0.592676036495433,-4.63035006011381,ARL6IP1
ARL6IP4,-0.231064306416142,6.97155676501273,-1.18050236300004,0.268692256148445,0.856104101174394,-5.92789849878304,ARL6IP4
ARL6IP5,0.397809630687221,3.9086652271327,0.896920850708004,0.393611733064418,0.93489408603692,-5.70144305211947,ARL6IP5
ARL6IP6,-0.573076922606718,4.7114945562881,-2.03885544452527,0.0725740730884226,0.608245109753528,-4.311821747497,ARL6IP6
ARL8A,-0.342968318435427,4.38354852835605,-1.09912516709017,0.300842160299972,0.877843858087194,-5.41816849102845,ARL8A
ARL8B,0.457688472112594,3.99656570535411,0.708681041937518,0.496846004210648,0.97404710992445,-5.71866630618801,ARL8B
ARMC1,0.033658442773838,3.89826406806263,0.0984435668221485,0.923783598617753,0.999969548839946,-5.82919538295737,ARMC1
ARMC10,-0.67385178061691,4.12831611212298,-2.08985544677756,0.0668614352438492,0.593263748793192,-3.96880924557343,ARMC10
ARMC2,0.244261408777334,0.392057294760386,0.509373691339401,0.62300369620104,0.996391562030057,-5.94660940941591,ARMC2
ARMC4,-0.292856845399478,1.18058196496257,-0.373917331982874,0.71730627094554,0.998645782309963,-5.47207799807702,ARMC4
ARMC5,-0.813947403082607,3.58944263473809,-1.87140900608692,0.0947983508383342,0.661234802030527,-4.23391803920757,ARMC5
ARMC6,-0.539660956185637,4.40802661016614,-1.84035361081165,0.0995721658683218,0.668136805004262,-4.37820951247828,ARMC6
ARMC7,-0.66814479616791,3.04603597562516,-0.732851424796951,0.482692267913126,0.967467926976585,-5.33198521408528,ARMC7
ARMC8,0.181053233431614,2.52857024547398,0.287488226718261,0.780386480141811,0.998645782309963,-5.68971612083749,ARMC8
ARMC9,0.195673418757572,3.43763240862383,0.435957885755175,0.673354809113275,0.997024809135366,-5.47601422071406,ARMC9
ARMCX1,0.435207435499306,1.11122138986942,0.540835398965893,0.602025814970927,0.996391562030057,-5.50465302733638,ARMCX1
ARMCX2,0.319491484989272,2.87302210842544,0.338913359854169,0.742613343290479,0.998645782309963,-5.51674577793187,ARMCX2
ARMCX3,0.133722293226398,4.83406131146863,0.494501229392582,0.63304887359686,0.996391562030057,-6.08937197559247,ARMCX3
ARMCX4,-0.0738915910562099,1.75140958121563,-0.201969925475777,0.844527078187471,0.999969548839946,-5.50987247771012,ARMCX4
ARMCX5,-0.188222729031559,1.27344165848443,-0.292540441072386,0.776646390217816,0.998645782309963,-5.4711897712328,ARMCX5
ARMCX6,-1.1301164177315,3.06925054437511,-3.4661007769403,0.00732581849581951,0.334735015301292,-2.24873676353695,ARMCX6
ARMH3,-0.348133642334592,3.12849089916657,-0.872230341012113,0.406227316670434,0.940147706327474,-5.42450918138269,ARMH3
ARMH4,0.389073859068276,1.99169893614474,0.704945365031919,0.499056621695012,0.974398094356873,-5.28776806302017,ARMH4
ARMT1,0.757833382756858,4.18830048198851,1.52436510008679,0.162478250668865,0.757014073763294,-4.93927679805522,ARMT1
ARNT,-0.00813559760861882,4.75527970965653,-0.0361708460450583,0.971952470922431,1,-6.09775190079005,ARNT
ARNT2,0.0104846338494857,3.26983750375367,0.0154281866783336,0.98803432850442,1,-5.81300089807122,ARNT2
ARNTL,0.178819952494713,0.8969421298182,0.239730169034149,0.816024220655626,0.998883096970817,-5.7452146699606,ARNTL
ARNTL2,0.0591490627368518,3.70191773744262,0.0839937323399022,0.934939099832247,0.999969548839946,-6.06347365928774,ARNTL2
ARPC1A,0.589615528580557,4.54773870147947,2.40004824175551,0.0404583687460392,0.52595879369851,-3.76103187267899,ARPC1A
ARPC1B,0.186211096087255,4.14361313585359,0.288039626538697,0.779977992628339,0.998645782309963,-5.70522925251756,ARPC1B
ARPC2,0.117777023199549,6.29306212269312,0.481079964409627,0.642182907352687,0.996391562030057,-6.3619786935659,ARPC2
ARPC3,0.670292443769785,4.23330093163695,1.92090092428065,0.0876334773553066,0.642414213937,-4.35779567919796,ARPC3
ARPC4,-0.349256369738642,3.60916937680314,-0.707342513202847,0.497637382415182,0.974164179843168,-5.92371611503801,ARPC4
ARPC5,0.398910171258408,6.02460244992756,2.25229428901,0.051425993898463,0.557818957191879,-4.29002801415516,ARPC5
ARPC5L,-0.136525395760806,5.14826335373319,-0.461819659265811,0.655402656496083,0.996391562030057,-6.04521846966813,ARPC5L
ARPIN,0.10696390724271,3.50300975814521,0.694525792002889,0.505254922657059,0.97631634337768,-6.03752135625168,ARPIN
ARPP19,0.692827398259634,5.94820335280468,3.3161032578455,0.00926538543187741,0.361962183760649,-2.65475408009041,ARPP19
ARRB1,-0.222719348921413,2.49300901660524,-0.223446561646415,0.82828330566534,0.999969548839946,-5.47740356058592,ARRB1
ARRB2,-0.246339291801727,5.61280791529582,-1.27067008705873,0.236374609052844,0.832826735864251,-5.49220927128264,ARRB2
ARRDC1,-0.195008441168881,3.96462299361006,-0.279011299544396,0.786675267257807,0.998645782309963,-5.78303391638801,ARRDC1
ARRDC1-AS1,-0.463316069158155,2.89917457921576,-0.803184743557448,0.442998171922026,0.955128402171668,-5.55856548874349,ARRDC1-AS1
ARRDC2,0.264334459932613,2.33448392604092,0.265170126751979,0.796978762825168,0.998645782309963,-5.46430092689807,ARRDC2
ARRDC3,1.67834261933482,2.0417202291427,1.7923285716404,0.107399791337129,0.680910309771709,-4.30313084514278,ARRDC3
ARRDC3-AS1,-0.902938028204798,0.486520531220322,-1.63891674169023,0.136383780195246,0.721578306787429,-4.76653809204626,ARRDC3-AS1
ARRDC4,-0.233187258290021,5.13212203100194,-0.927710967447286,0.378274444824719,0.925570368150555,-5.81413827026974,ARRDC4
ARSA,-0.0266860978131014,3.56980767296615,-0.0621977566525322,0.951793630594929,0.999969548839946,-5.71287590398316,ARSA
ARSB,0.192246663981689,3.53894787229842,0.533608276970836,0.606811460815879,0.996391562030057,-5.51801589215349,ARSB
ARSG,-0.321423596519041,1.8915228102613,-0.589982064337926,0.570023740343635,0.991916520280991,-5.43778784703697,ARSG
